title,code,industry,link,Assessing Authority,List Details,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
Education Adviser,249111,249111,https://www.anzscolookup.com.au/occupations/249111,VETASSESS,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""8 options, 190: 4 states, 491: 4 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""STSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Education Managers (NEC),134499,134499,https://www.anzscolookup.com.au/occupations/134499,VETASSESS,"{""SKILLED VISAS"": ""2 available, 190, 491, Subclass 190, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""8 options, 190: 4 states, 491: 4 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u2713 Eligible, STSOL"", ""491"": ""\u2713 Eligible, STSOL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, STSOL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""STSOL, CSOL, ROL"", ""Skilled visas"": ""STSOL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""STSOL"", ""Skilled assessing authorities"": ""VETASSESS""}",Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Education Reviewer,249112,249112,https://www.anzscolookup.com.au/occupations/249112,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL, ROL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Educational Psychologist,272312,272312,https://www.anzscolookup.com.au/occupations/272312,APS,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""APS""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
electorate officer,224911,224911,https://www.anzscolookup.com.au/occupations/224911,VETASSESS,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""ROL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Electrical Engineer,233311,233311,https://www.anzscolookup.com.au/occupations/233311,Engineers Australia,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""Engineers Australia""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Engineering Draftsperson,312311,312311,https://www.anzscolookup.com.au/occupations/312311,Engineers Australia,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""Engineers Australia""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Engineering Technician,312312,312312,https://www.anzscolookup.com.au/occupations/312312,TRA,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrical Linesworker / Electrical Line Mechanic,342211,342211,https://www.anzscolookup.com.au/occupations/342211,TRA,"{""SKILLED VISAS"": ""1 available, 491, Subclass 491"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""8 options, 190: 0 states, 491: 8 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u2713 Eligible, ROL"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u2713 Eligible, ROL"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u2713 Eligible"", ""SA"": ""South Australia, \u274c Ineligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u2713 Eligible"", ""All applicable lists"": ""ROL, CSOL"", ""Skilled visas"": ""ROL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""ROL"", ""Skilled assessing authorities"": ""TRA""}",Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Electrician (General),341111,341111,https://www.anzscolookup.com.au/occupations/341111,TRA,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Electrician (Special Class),341112,341112,https://www.anzscolookup.com.au/occupations/341112,TRA,"{""SKILLED VISAS"": ""4 available, 189, 190, 491, 485, Subclass 189, Subclass 190, Subclass 491, Subclass 485"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""16 options, 190: 8 states, 491: 8 states"", ""189"": ""\u2713 Eligible, MLTSSL"", ""190"": ""\u2713 Eligible, MLTSSL"", ""491"": ""\u2713 Eligible, MLTSSL"", ""485"": ""\u2713 Eligible, MLTSSL"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, MLTSSL"", ""407"": ""\u2713 Eligible, MLTSSL"", ""ACT"": ""Australian Capital Territory, \u2713 Eligible, \u2713 Eligible"", ""NT"": ""Northern Territory, \u2713 Eligible, \u2713 Eligible"", ""NSW"": ""New South Wales, \u2713 Eligible, \u2713 Eligible"", ""QLD"": ""Queensland, \u2713 Eligible, \u2713 Eligible"", ""SA"": ""South Australia, \u2713 Eligible, \u2713 Eligible"", ""TAS"": ""Tasmania, \u2713 Eligible, \u2713 Eligible"", ""VIC"": ""Victoria, \u2713 Eligible, \u2713 Eligible"", ""WA"": ""Western Australia, \u2713 Eligible, \u2713 Eligible"", ""All applicable lists"": ""MLTSSL, CSOL"", ""Skilled visas"": ""MLTSSL"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""MLTSSL"", ""Training"": ""MLTSSL"", ""Skilled assessing authorities"": ""TRA""}",Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
electronic engineering draftsperson,312411,312411,https://www.anzscolookup.com.au/occupations/312411,Engineers Australia,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""1 available, 494, Subclass 494"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u274c Ineligible, Not listed"", ""186"": ""\u274c Ineligible, Not listed"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""ROL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""Not available"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Electronic Engineering Technician,312412,312412,https://www.anzscolookup.com.au/occupations/312412,TRA,"{""SKILLED VISAS"": ""Not available, Not available, Not available"", ""EMPLOYER-SPONSORED"": ""3 available, 482, 186, 494, Subclass 482, Subclass 186, Subclass 494"", ""STATE NOMINATION"": ""Not available, 190: 0 states, 491: 0 states"", ""189"": ""\u274c Ineligible, Not listed"", ""190"": ""\u274c Ineligible, Not listed"", ""491"": ""\u274c Ineligible, Not listed"", ""485"": ""\u274c Ineligible, Not listed"", ""482"": ""\u2713 Eligible, CSOL"", ""186"": ""\u2713 Eligible, CSOL"", ""494"": ""\u2713 Eligible, ROL"", ""407"": ""\u274c Ineligible, Not listed"", ""ACT"": ""Australian Capital Territory, \u274c Ineligible, \u274c Ineligible"", ""NT"": ""Northern Territory, \u274c Ineligible, \u274c Ineligible"", ""NSW"": ""New South Wales, \u274c Ineligible, \u274c Ineligible"", ""QLD"": ""Queensland, \u274c Ineligible, \u274c Ineligible"", ""SA"": ""South Australia, \u274c Ineligible, \u274c Ineligible"", ""TAS"": ""Tasmania, \u274c Ineligible, \u274c Ineligible"", ""VIC"": ""Victoria, \u274c Ineligible, \u274c Ineligible"", ""WA"": ""Western Australia, \u274c Ineligible, \u274c Ineligible"", ""All applicable lists"": ""CSOL, ROL"", ""Skilled visas"": ""Not available"", ""Employer-sponsored"": ""CSOL"", ""Regional employer-sponsored"": ""ROL"", ""Training"": ""Not available"", ""Skilled assessing authorities"": ""Manual verification required""}",Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
